iter	Passed	Remaining
419	2335	3225
420	2342	3222
421	2350	3219
422	2353	3210
423	2368	3217
424	2371	3209
425	2375	3201
426	2381	3195
427	2384	3186
428	2387	3177
429	2389	3167
430	2395	3162
431	2399	3155
432	2410	3157
433	2417	3153
434	2443	3174
435	2458	3179
436	2466	3177
437	2482	3185
438	2487	3178
439	2495	3176
440	2498	3167
441	2500	3157
442	2503	3147
443	2504	3136
444	2509	3129
445	2511	3119
446	2513	3109
447	2515	3099
448	2517	3089
449	2519	3079
450	2521	3069
451	2524	3061
452	2526	3051
453	2530	3043
454	2533	3034
455	2539	3029
456	2542	3021
457	2548	3015
458	2554	3010
459	2560	3006
460	2563	2996
461	2566	2988
462	2568	2979
463	2572	2971
464	2574	2961
465	2576	2952
466	2581	2946
467	2583	2937
468	2616	2962
469	2620	2955
470	2624	2947
471	2628	2940
472	2632	2932
473	2637	2926
474	2642	2921
475	2647	2913
476	2649	2905
477	2652	2896
478	2661	2894
479	2670	2893
480	2674	2885
481	2681	2882
482	2685	2874
483	2690	2867
484	2692	2859
485	2699	2855
486	2709	2854
487	2712	2845
488	2715	2837
489	2718	2829
490	2725	2825
491	2728	2817
492	2733	2811
493	2741	2808
494	2747	2802
495	2754	2798
496	2761	2794
497	2766	2788
498	2774	2785
499	2786	2786
500	2793	2782
501	2800	2777
502	2805	2771
503	2809	2765
504	2812	2756
505	2815	2748
506	2822	2745
507	2825	2736
508	2828	2728
509	2834	2722
510	2843	2721
511	2858	2724
512	2861	2716
513	2867	2711
514	2871	2704
515	2873	2695
516	2881	2691
517	2885	2684
518	2887	2676
519	2889	2667
520	2891	2658
521	2899	2655
522	2901	2646
523	2905	2639
524	2909	2632
525	2912	2624
526	2918	2619
527	2921	2612
528	2932	2611
529	2934	2602
530	2936	2593
531	2938	2584
532	2941	2577
533	2944	2569
534	2947	2562
535	2949	2553
536	2951	2545
537	2955	2537
538	2958	2530
539	2961	2522
540	2963	2514
541	2967	2507
542	2970	2500
543	2972	2491
544	2974	2483
545	2976	2475
546	2978	2466
547	2982	2459
548	2985	2452
549	2987	2444
550	2989	2436
551	2991	2428
552	2993	2419
553	2998	2413
554	2999	2405
555	3002	2397
556	3004	2389
557	3006	2381
558	3009	2374
559	3013	2367
560	3015	2359
561	3017	2351
562	3020	2344
563	3023	2337
564	3026	2329
565	3028	2322
566	3031	2314
567	3033	2307
568	3035	2299
569	3040	2293
570	3042	2286
571	3044	2278
572	3046	2270
573	3048	2262
574	3051	2255
575	3053	2248
576	3056	2240
577	3058	2232
578	3060	2225
579	3062	2217
580	3065	2210
581	3068	2203
582	3071	2196
583	3073	2189
584	3075	2181
585	3078	2174
586	3081	2168
587	3084	2161
588	3088	2155
589	3090	2147
590	3092	2140
591	3096	2134
592	3098	2126
593	3101	2119
594	3103	2112
595	3105	2105
596	3107	2097
597	3111	2091
598	3113	2084
599	3116	2077
600	3118	2070
601	3120	2062
602	3123	2056
603	3126	2049
604	3129	2042
605	3130	2035
606	3132	2028
607	3134	2020
608	3136	2013
609	3139	2007
610	3142	2000
611	3144	1993
612	3145	1986
613	3147	1979
614	3149	1971
615	3152	1965
616	3155	1958
617	3157	1951
618	3158	1944
619	3160	1937
620	3162	1930
621	3164	1922
622	3165	1915
623	3169	1909
624	3171	1902
625	3172	1895
626	3174	1888
627	3176	1881
628	3178	1874
629	3179	1867
630	3184	1862
631	3186	1855
632	3188	1848
633	3190	1841
634	3192	1834
635	3194	1828
636	3200	1823
637	3201	1816
638	3203	1810
639	3205	1803
640	3208	1796
641	3211	1790
642	3214	1784
643	3216	1778
644	3219	1771
645	3221	1765
646	3223	1758
647	3228	1753
648	3230	1747
649	3232	1740
650	3234	1734
651	3236	1727
652	3238	1721
653	3243	1715
654	3245	1709
655	3247	1702
656	3249	1696
657	3251	1690
658	3253	1683
659	3256	1677
660	3258	1671
661	3260	1664
662	3263	1658
663	3266	1652
664	3268	1646
665	3273	1641
666	3277	1636
667	3279	1630
668	3281	1623
669	3286	1618
670	3288	1612
671	3292	1607
672	3294	1600
673	3296	1594
674	3300	1589
675	3304	1583
676	3307	1577
677	3309	1571
678	3313	1566
679	3316	1560
680	3318	1554
681	3320	1548
682	3321	1541
683	3323	1535
684	3325	1529
685	3329	1523
686	3331	1517
687	3332	1511
688	3334	1505
689	3335	1498
690	3337	1492
691	3338	1486
692	3340	1479
693	3343	1474
694	3345	1468
695	3347	1461
696	3348	1455
697	3350	1449
698	3351	1443
699	3353	1437
700	3354	1431
701	3357	1425
702	3359	1419
703	3361	1413
704	3362	1407
705	3364	1401
706	3365	1394
707	3367	1388
708	3372	1384
709	3374	1378
710	3376	1372
711	3378	1366
712	3379	1360
713	3380	1354
714	3382	1348
715	3384	1342
716	3386	1336
717	3388	1330
718	3390	1325
719	3392	1319
720	3393	1313
721	3395	1307
722	3397	1301
723	3401	1296
724	3403	1290
725	3405	1285
726	3407	1279
727	3409	1273
728	3411	1268
729	3414	1262
730	3416	1257
731	3418	1251
732	3421	1246
733	3423	1240
734	3425	1235
735	3429	1230
736	3432	1224
737	3434	1219
738	3436	1213
739	3438	1208
740	3440	1202
741	3443	1197
742	3445	1191
743	3448	1186
744	3450	1180
745	3452	1175
746	3454	1169
747	3456	1164
748	3460	1159
749	3463	1154
750	3466	1149
751	3468	1143
752	3470	1138
753	3474	1133
754	3476	1128
755	3480	1123
756	3483	1118
757	3487	1113
758	3490	1108
759	3494	1103
760	3497	1098
761	3503	1094
762	3506	1089
763	3508	1083
764	3510	1078
765	3511	1072
766	3514	1067
767	3517	1062
768	3520	1057
769	3522	1052
770	3524	1046
771	3526	1041
772	3528	1036
773	3530	1030
774	3533	1025
775	3535	1020
776	3537	1015
777	3539	1009
778	3540	1004
779	3542	999
780	3543	993
781	3546	988
782	3548	983
783	3550	978
784	3551	972
785	3553	967
786	3555	962
787	3557	957
788	3559	951
789	3561	946
790	3563	941
791	3565	936
792	3567	931
793	3569	926
794	3570	920
795	3572	915
796	3575	910
797	3577	905
798	3579	900
799	3580	895
800	3582	890
801	3584	884
802	3585	879
803	3588	874
804	3591	870
805	3593	864
806	3594	859
807	3596	854
808	3598	849
809	3599	844
810	3601	839
811	3605	834
812	3607	829
813	3609	824
814	3611	819
815	3612	814
816	3614	809
817	3615	804
818	3619	799
819	3621	794
820	3622	789
821	3624	784
822	3626	779
823	3628	774
824	3629	769
825	3632	765
826	3635	760
827	3636	755
828	3638	750
829	3639	745
830	3640	740
831	3642	735
832	3644	730
833	3646	725
834	3650	721
835	3651	716
836	3653	711
837	3655	706
838	3656	701
839	3657	696
840	3659	691
841	3663	687
842	3666	682
843	3668	677
844	3669	673
845	3671	668
846	3673	663
847	3677	659
848	3679	654
849	3683	650
850	3684	645
851	3686	640
852	3687	635
853	3692	631
854	3695	626
855	3697	621
856	3699	617
857	3701	612
858	3703	607
859	3707	603
860	3709	598
861	3711	594
862	3713	589
863	3715	584
864	3718	580
865	3724	576
866	3727	571
867	3729	567
868	3731	562
869	3733	557
870	3737	553
871	3740	549
872	3743	544
873	3745	539
874	3747	535
875	3752	531
876	3755	526
877	3757	522
878	3759	517
879	3761	512
880	3765	508
881	3768	504
882	3770	499
883	3772	495
884	3775	490
885	3779	486
886	3784	482
887	3786	477
888	3789	473
889	3791	468
890	3796	464
891	3798	459
892	3801	455
893	3804	451
894	3807	446
895	3811	442
896	3814	437
897	3818	433
898	3821	429
899	3826	425
900	3828	420
901	3832	416
902	3835	411
903	3837	407
904	3839	403
905	3841	398
906	3843	394
907	3847	389
908	3849	385
909	3853	381
910	3856	376
911	3859	372
912	3862	368
913	3864	363
914	3868	359
915	3870	354
916	3872	350
917	3874	346
918	3875	341
919	3877	337
920	3878	332
921	3883	328
922	3885	324
923	3887	319
924	3889	315
925	3890	310
926	3892	306
927	3893	302
928	3897	297
929	3899	293
930	3900	289
931	3902	284
932	3903	280
933	3905	275
934	3907	271
935	3908	267
936	3914	263
937	3916	258
938	3918	254
939	3920	250
940	3921	245
941	3923	241
942	3926	237
943	3928	233
944	3930	228
945	3932	224
946	3933	220
947	3935	215
948	3936	211
949	3940	207
950	3942	203
951	3944	198
952	3946	194
953	3947	190
954	3949	186
955	3951	181
956	3953	177
957	3956	173
958	3958	169
959	3959	164
960	3961	160
961	3962	156
962	3963	152
963	3965	148
964	3966	143
965	3969	139
966	3971	135
967	3973	131
968	3974	127
969	3975	122
970	3977	118
971	3978	114
972	3979	110
973	3981	106
974	3984	102
975	3986	98
976	3987	93
977	3989	89
978	3991	85
979	3993	81
980	3997	77
981	4000	73
982	4003	69
983	4005	65
984	4008	61
985	4013	56
986	4016	52
987	4018	48
988	4027	44
989	4030	40
990	4035	36
991	4044	32
992	4046	28
993	4049	24
994	4051	20
995	4056	16
996	4058	12
997	4061	8
998	4063	4
999	4065	0
